"","ID","consumption_unit_total","calendar_month","community","year","temperature","NumOfConnected-COMMELEC","NumOfConnected-FREENRESIE","NumOfConnected-FREERESIE","NumOfConnected-GOVTELEC","NumOfConnected-INDTELEC","NumOfConnected-RESIEXPE","NumOfConnected-RESINATE","NumOfConnected-RESINATSE","NumOfConnected-ENORATE","NumOfConnected-TOTAL","Expat_Ratio","Community.Name","One.Storey.Building","Multi.Storey.Building","Multi.Storey.Ratio.Building","Private.Villa","Investment.Villa","Arabic.House","Public.Building","Industrial.Building","Other.Buildings","Total.Buildings","population","Avg_Consumption_per_person","population_density"
"3649","201809-424",21887944.69,"201809","424","2018",36.6,54,0,0,11,0,63,1214,129,0,1471,0.0448079658605974,"AL WARQA'A FOURTH",0,0,0,1667,0,0,15,0,0,1682,12910,1695.42561502711,7.67538644470868
"3650","201809-425",1120687.01,"201809","425","2018",36.6,0,3,0,0,0,0,0,0,0,3,NA,"AL WARQA'A FIFTH",0,0,0,0,0,0,2,0,2,4,60,18678.1168333333,15
"3651","201809-431",887934.62,"201809","431","2018",36.6,0,0,0,3,0,0,0,0,0,3,NA,"WADI ALSHABAK",1,0,0,0,0,0,0,0,0,1,55,16144.2658181818,55
"3652","201809-441",133810.24,"201809","441","2018",36.6,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3653","201809-500",4390860.42,"201809","500","2018",36.6,25,2,0,11,3,0,0,0,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3654","201809-511",7631084.3,"201809","511","2018",36.6,35,6,0,19,12,466,10,0,0,548,0.978991596638655,"HESSYAN FIRST",2,13,0,0,323,0,7,1,0,346,3300,2312.44978787879,9.53757225433526
"3655","201809-512",515422.29,"201809","512","2018",36.6,2,0,0,0,0,0,0,0,0,2,NA,"HESSYAN SECOND",4,0,0,2,0,0,1,1,125,133,45,11453.8286666667,0.338345864661654
"3656","201809-513",1639008.23,"201809","513","2018",36.6,114,0,0,0,0,0,0,0,0,114,NA,"SAIH SHUAIB 1",1,3,0,0,21,0,53,0,10,88,9,182112.025555556,0.102272727272727
"3657","201809-516",35616031.06,"201809","516","2018",36.6,75,9,0,6,74,0,0,0,0,164,NA,"JABAL ALI INDUSTRIAL THIRD",2,1,0,0,0,0,88,61,35,187,2462,14466.30018684,13.1657754010695
"3658","201809-518",67565956.658,"201809","518","2018",36.6,1007,4,0,15,200,420,2,0,0,1648,0.995260663507109,"JABAL ALI INDUSTRIAL SECOND",2,3,0,0,0,0,234,38,162,439,23000,2937.65028947826,52.3917995444191
"3659","201809-521",38224255.46,"201809","521","2018",36.6,321,15,0,68,10,289,7,0,0,710,0.976351351351351,"MADINAT AL MATAAR",3,37,0,0,0,0,163,2,8,213,2183,17509.9658543289,10.2488262910798
"3660","201809-531",85861375.655,"201809","531","2018",36.6,989,23,0,131,254,1655,7,0,0,3059,0.995788206979543,"SAIH SHUAIB 2",0,32,0,0,220,0,25,18,37,332,13665,6283.30593889499,41.1596385542169
"3661","201809-532",14416563.64,"201809","532","2018",36.6,397,0,0,1,27,27,0,0,0,452,1,"SAIH SHUAIB 3",0,27,0,0,0,0,53,29,35,144,11144,1293.66148959081,77.3888888888889
"3662","201809-533",9988912.05,"201809","533","2018",36.6,40,0,0,0,28,25,0,0,0,93,1,"SAIH SHUAIB 4",1,26,0,0,0,0,34,36,46,143,11170,894.262493285587,78.1118881118881
"3663","201809-591",264444036.81,"201809","591","2018",36.6,2567,33,0,123,313,26338,151,0,0,29525,0.994299520555702,"JEBEL ALI FIRST",10,414,0,0,2202,0,44,3,2,2675,69115,3826.14536366925,25.8373831775701
"3664","201809-592",1095722.71,"201809","592","2018",36.6,9,0,0,0,1,0,0,0,0,10,NA,"JEBEL ALI SECOND",1,2,0,0,0,0,2,2,0,7,1561,701.936393337604,223
"3665","201809-594",13527343.4,"201809","594","2018",36.6,228,0,0,3,48,2,0,0,0,281,1,"MENA JABAL ALI",13,80,0,0,0,0,346,136,292,867,28600,472.984034965035,32.9873125720877
"3666","201809-597",74310060.615,"201809","597","2018",36.6,1947,1,0,14,142,3117,7,0,0,5228,0.997759282970551,"DUBAI INVESTMENT PARK SECOND",4,192,0,0,0,0,113,101,270,680,59763,1243.41248958386,87.8867647058824
"3667","201809-598",120133535.153,"201809","598","2018",36.6,2184,6,0,8,186,4480,33,0,0,6897,0.992687790826501,"DUBAI INVESTMENT PARK FIRST",1,310,0,0,1227,0,260,87,52,1937,69000,1741.06572685507,35.6220960247806
"3668","201809-599",179415339.416,"201809","599","2018",36.6,1215,10,0,45,277,428,0,0,0,1975,1,"JABAL ALI INDUSTRIAL FIRST",6,437,0,0,0,0,144,199,177,963,129024,1390.55787617808,133.981308411215
"3669","201809-600",21079679.18,"201809","600","2018",36.6,294,17,0,78,0,17,18,0,0,424,0.485714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3670","201809-611",590790.99,"201809","611","2018",36.6,3,1,0,4,0,0,1,0,0,9,0,"BU KADRA",0,0,0,0,0,0,1,0,0,1,15,39386.066,15
"3671","201809-612",10242107.116,"201809","612","2018",36.6,1294,2,0,12,13,101,0,0,0,1422,1,"RAS AL KHOR IND. FIRST",10,15,0,0,0,0,197,10,170,402,2393,4280.02804680318,5.95273631840796
"3672","201809-613",24396367.246,"201809","613","2018",36.6,3318,1,0,24,52,158,2,0,0,3555,0.9875,"RAS AL KHOR IND. SECOND",1,11,0,0,0,0,592,22,487,1113,2352,10372.6051215986,2.11320754716981
"3673","201809-614",38564321.12,"201809","614","2018",36.6,1804,10,0,36,4,1925,117,7,0,3903,0.939482674475354,"RAS AL KHOR IND. THIRD",0,77,0,0,32,0,321,0,16,446,21500,1793.6893544186,48.2062780269058
"3674","201809-615",6869692.33,"201809","615","2018",36.6,22,5,0,22,0,1,141,4,0,195,0.00684931506849315,"NADD AL SHIBA SECOND",3,1,0,217,0,0,9,0,0,230,2258,3042.37924269265,9.81739130434783
"3675","201809-616",5095634.5,"201809","616","2018",36.6,109,0,0,11,0,1,4,0,0,125,0.2,"NADD AL SHIBA THIRD",0,2,0,64,1411,0,10,0,0,1487,137,37194.4124087591,0.0921318090114324
"3676","201809-617",6028577.95,"201809","617","2018",36.6,18,1,0,7,0,16,206,7,0,255,0.0698689956331878,"NADD AL SHIBA FOURTH",0,0,0,729,0,0,18,0,0,747,3505,1719.99370898716,4.69210174029451
"3677","201809-618",15106050.36,"201809","618","2018",36.6,33,1,0,7,0,1506,81,1,0,1629,0.948362720403023,"NADD AL SHIBA FIRST",1,43,0,99,1307,0,35,0,1,1486,5485,2754.06569917958,3.69111709286676
"3678","201809-621",123627409.608,"201809","621","2018",36.6,6339,1,0,10,9,28754,344,8,0,35465,0.987906273620559,"WARSAN FIRST",0,470,0,0,934,0,32,0,93,1529,97159,1272.42365203429,63.544146500981
"3679","201809-622",4434396.5,"201809","622","2018",36.6,11,13,0,5,2,86,4,0,0,121,0.955555555555556,"WARSAN SECOND",7,3,0,0,92,0,18,1,0,121,1524,2909.70898950131,12.595041322314
"3680","201809-624",8875996.32,"201809","624","2018",36.6,60,0,0,2,0,3376,49,1,0,3488,0.985405720957385,"WARSAN FOURTH",0,77,0,0,0,0,2,1,0,80,8359,1061.84906328508,104.4875
"3681","201809-626",70669431.946,"201809","626","2018",36.6,1638,0,0,3,36,17250,362,3,0,19292,0.979279023559466,"NADD HESSA",0,132,11,0,1766,0,58,0,2,1969,35361,1998.51338893131,17.9588623666836
"3682","201809-630",8788331.88,"201809","630","2018",36.6,239,2,0,59,3,412,0,0,0,715,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3683","201809-631",4152610.48,"201809","631","2018",36.6,17,0,0,0,0,1,2,0,0,20,0.333333333333333,"HADAEQ SHEIKH MOHAMMED BIN RASHID",4,8,0,0,1194,0,15,1,9,1231,68,61067.8011764706,0.0552396425670187
"3684","201809-641",1827090.39,"201809","641","2018",36.6,28,3,0,3,0,10,37,0,0,81,0.212765957446809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3685","201809-643",14736689.3,"201809","643","2018",36.6,60,0,0,1,0,3768,133,2,0,3964,0.965411222136818,"WADI AL SAFA 2",0,49,0,1,654,0,16,0,1,721,9623,1531.40281616959,13.3467406380028
"3686","201809-645",25020633.32,"201809","645","2018",36.6,96,2,0,0,0,2159,83,0,0,2340,0.962979482604817,"WADI AL SAFA 3",1,31,1,6,2251,0,20,1,2,2313,9599,2606.58749036358,4.15002161694769
"3687","201809-646",3347832.37,"201809","646","2018",36.6,21,0,0,0,0,0,0,0,0,21,NA,"WADI AL SAFA 4",0,1,0,0,0,0,7,0,2,10,2,1673916.185,0.2
"3688","201809-648",31807595.211,"201809","648","2018",36.6,154,0,0,3,0,6409,202,0,0,6768,0.969444864619573,"WADI AL SAFA 5",0,45,1,35,1826,0,9,0,1,1917,19550,1626.98696731458,10.1982263954095
"3689","201809-664",40401664.15,"201809","664","2018",36.6,190,1,0,5,0,4166,77,0,0,4439,0.981852462880038,"WADI AL ASAFA 6",1,1,0,0,4288,0,13,0,0,4303,16179,2497.16695407627,3.75993492911922
"3690","201809-665",14520170.161,"201809","665","2018",36.6,75,0,0,2,0,1783,40,0,0,1900,0.97805814591333,"WADI AL ASAFA 7",0,28,0,0,2644,0,21,0,0,2693,7740,1875.99097687339,2.87411808392128
"3691","201809-671",26200117.14,"201809","671","2018",36.6,77,1,0,18,0,135,1447,238,0,1916,0.0741758241758242,"AL BARSHA SOUTH FIRST",0,0,0,2139,0,0,20,0,0,2159,13267,1974.8335825733,6.14497452524317
"3692","201809-672",12595449.67,"201809","672","2018",36.6,75,1,0,5,0,1179,172,9,0,1441,0.866911764705882,"AL BARSHA SOUTH SECOND",0,6,0,700,440,0,24,0,0,1170,7057,1784.81644749894,6.03162393162393
"3693","201809-673",8928958.102,"201809","673","2018",36.6,305,0,0,2,0,2507,50,0,0,2864,0.980445834962847,"AL BARSHA SOUTH THIRD",0,46,0,0,0,0,17,0,0,63,4566,1955.53177879982,72.4761904761905
"3694","201809-674",25259027.1,"201809","674","2018",36.6,524,0,0,5,0,3196,23,0,0,3748,0.992854923889407,"AL HEBIAH FIRST",0,65,0,0,551,0,33,0,0,649,9672,2611.56194168735,14.9029275808937
"3695","201809-675",7539996.39,"201809","675","2018",36.6,253,1,0,3,0,1046,14,0,0,1317,0.986792452830189,"AL HEBIAH SECOND",1,8,0,0,65,0,33,0,0,107,1032,7306.19805232558,9.64485981308411
"3696","201809-676",17175152.77,"201809","676","2018",36.6,26,0,0,0,0,3030,63,0,0,3119,0.979631425800194,"AL HEBIAH THIRD",0,39,0,0,1934,0,7,0,0,1980,6250,2748.0244432,3.15656565656566
"3697","201809-681",40649931.205,"201809","681","2018",36.6,353,1,0,16,0,11468,156,2,0,11996,0.986409771202477,"AL BARSHA SOUTH FOURTH",0,114,0,0,2230,0,7,0,0,2351,25297,1606.90719077361,10.7601020842195
"3698","201809-682",33142334.589,"201809","682","2018",36.6,153,0,0,4,1,10419,77,0,0,10654,0.99266387195122,"AL HEBIAH FOURTH",0,49,4,0,1149,0,23,0,1,1226,18789,1763.92221986269,15.3254486133768
"3699","201809-683",15466441.484,"201809","683","2018",36.6,74,0,0,1,0,3827,40,0,0,3942,0.989656064132402,"AL HEBIAH FIFTH",0,74,0,0,0,0,11,0,1,86,8919,1734.10040183877,103.709302325581
"3700","201809-684",15200582.573,"201809","684","2018",36.6,64,4,0,6,0,2558,89,1,0,2722,0.966012084592145,"AL BARSHA SOUTH FIFTH",0,12,0,0,1604,0,6,0,0,1622,6753,2250.93774218866,4.16337854500617
"3701","201809-685",36180558.637,"201809","685","2018",36.6,474,4,0,10,9,5979,54,2,0,6532,0.990720795360398,"ME'AISEM FIRST",1,34,0,0,872,0,131,0,1,1039,17413,2077.79007850457,16.7593840230991
"3702","201809-700",6791921.2,"201809","700","2018",36.6,49,27,0,36,0,2,80,0,0,194,0.024390243902439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3703","201809-711",7572258.45,"201809","711","2018",36.6,137,1,0,30,0,100,108,11,0,387,0.45662100456621,"AL AWIR FIRST",85,2,0,234,0,0,32,0,12,365,3587,2111.02828268748,9.82739726027397
"3704","201809-721",13332640.17,"201809","721","2018",36.6,95,24,0,17,0,80,298,27,0,541,0.197530864197531,"AL AWIR SECOND",177,0,0,291,0,0,38,0,22,528,4870,2737.70845379877,9.22348484848485
"3705","201809-724",160446.61,"201809","724","2018",36.6,0,0,0,1,0,1,1,0,0,3,0.5,"ENKHALI",1,0,0,2,0,0,0,0,0,3,26,6171.02346153846,8.66666666666667
"3706","201809-731",2316087.05,"201809","731","2018",36.6,53,0,0,0,0,14,91,12,0,170,0.11965811965812,"LEHBAB FIRST",67,3,0,122,0,0,22,0,10,224,2921,792.908952413557,13.0401785714286
"3707","201809-735",377515.9,"201809","735","2018",36.6,0,0,0,0,0,0,15,0,0,15,0,"AL MERYAL",81,0,0,6,0,0,4,0,2,93,727,519.27909215956,7.81720430107527
"3708","201809-736",107721.39,"201809","736","2018",36.6,0,0,0,0,0,0,4,0,0,4,0,"NAZWA",10,0,0,21,0,0,2,0,2,35,504,213.732916666667,14.4
"3709","201809-799",248.85,"201809","799","2018",36.6,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3710","201809-800",34907720.91,"201809","800","2018",36.6,172,14,0,180,2,14,169,9,0,560,0.0729166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3711","201809-811",6212788.95,"201809","811","2018",36.6,263,5,0,7,33,33,26,0,0,367,0.559322033898305,"Warsan Third",5,72,0,0,0,0,178,14,28,297,13316,466.565706668669,44.8350168350168
"3712","201809-812",8416269.24,"201809","812","2018",36.6,157,0,0,0,0,520,14,0,0,691,0.973782771535581,"AL ROWAIYAH FIRST",0,16,0,0,0,0,39,0,1,56,2923,2879.32577488881,52.1964285714286
"3713","201809-813",5043744.54,"201809","813","2018",36.6,10,0,0,9,0,0,3,0,0,22,0,"AL ROWAIYAH SECOND",1,0,0,0,0,0,18,0,0,19,25,201749.7816,1.31578947368421
"3714","201809-814",4580527.26,"201809","814","2018",36.6,76,0,0,15,0,7,1,0,0,99,0.875,"AL ROWAIYAH THIRD",67,4,0,3,202,0,113,0,5,394,4036,1134.91755698712,10.243654822335
"3715","201809-824",2584561.93,"201809","824","2018",36.6,1,0,0,0,0,107,143,1,0,252,0.426294820717131,"UMM AL DAMAN",3,0,0,5,300,0,2,0,0,310,258,10017.6818992248,0.832258064516129
"3716","201809-826",129.11,"201809","826","2018",36.6,0,1,0,0,0,0,0,0,0,1,NA,"LE HEMAIRA",1,0,0,0,0,0,3,2,9,15,53,2.43603773584906,3.53333333333333
"3717","201809-831",1354129.38,"201809","831","2018",36.6,37,0,0,1,0,14,29,2,0,83,0.311111111111111,"LEHBAB SECOND",57,2,0,44,0,0,17,0,13,133,1363,993.491841526045,10.2481203007519
"3718","201809-841",1850940.89,"201809","841","2018",36.6,271,0,0,4,0,4,7,0,0,286,0.363636363636364,"MARGHAM",24,2,0,45,0,0,33,2,19,125,930,1990.25902150538,7.44
"3719","201809-845",67942.38,"201809","845","2018",36.6,16,0,0,0,0,3,0,0,0,19,1,"AL MAHA",42,1,0,4,0,0,10,0,1,58,175,388.242171428571,3.01724137931034
"3720","201809-847",62136.01,"201809","847","2018",36.6,0,0,0,0,0,0,1,0,0,1,0,"UMM ESELAY",30,0,0,4,0,0,5,0,2,41,187,332.278128342246,4.5609756097561
"3721","201809-891",13195799.48,"201809","891","2018",36.6,264,7,0,74,3,262,303,26,0,939,0.44331641285956,"HATTA",60,14,0,1061,9,317,105,2,19,1587,13295,992.53850921399,8.37744171392565
"3722","201809-900",22013540.21,"201809","900","2018",36.6,110,22,0,155,2,10,131,2,0,432,0.0699300699300699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3723","201809-911",5047997.52,"201809","911","2018",36.6,179,3,0,0,0,0,1,0,0,183,0,"UMM NAHAD FIRST",0,0,0,0,0,0,6,0,2,8,8,630999.69,1
"3724","201809-912",283548.62,"201809","912","2018",36.6,3,0,0,0,0,0,1,0,0,4,0,"UMM NAHAD SECOND",0,0,0,0,0,0,2,0,0,2,2,141774.31,1
"3725","201809-913",3150398.81,"201809","913","2018",36.6,12,0,0,0,0,6,0,0,0,18,1,"UMM NAHAD THIRD",36,9,0,0,10,0,3,1,24,83,2329,1352.68304422499,28.0602409638554
"3726","201809-915",1376397.05,"201809","915","2018",36.6,8,1,0,14,0,2,1,0,0,26,0.666666666666667,"AL YUFRAH 1",1,1,0,0,0,0,3,0,5,10,403,3415.37729528536,40.3
"3727","201809-916",117622.19,"201809","916","2018",36.6,0,0,0,10,0,0,0,0,0,10,NA,"AL YUFRAH 2",0,0,0,0,342,0,0,0,0,342,2,58811.095,0.00584795321637427
